NOMBRE,TEMPORADA,PUNTOS_TOTALES,PROMEDIO_PUNTOS_POR_PARTIDO,REBOTES_TOTALES,PROMEDIO_REBOTES_POR_PARTIDO,ASISTENCIAS_TOTALES,PROMEDIO_ASISTENCIAS_POR_PARTIDO,ROBOS_TOTALES,BLOQUEOS_TOTALES,PORCENTAJE_TIROS_DE_CAMPO,PORCENTAJE_TIROS_LIBRES,PORCENTAJE_TIROS_TRIPLES
Michael Jordan, 15,32292,30.1,6672,6.2,5633,5.3,2514,893,49.7,83.5,32.7
