NOMBRE,TEMPORADA,PUNTOS_TOTALES,PROMEDIO_PUNTOS_POR_PARTIDO,REBOTES_TOTALES,PROMEDIO_REBOTES_POR_PARTIDO,ASISTENCIAS_TOTALES,PROMEDIO_ASISTENCIAS_POR_PARTIDO,ROBOS_TOTALES,BLOQUEOS_TOTALES,PORCENTAJE_TIROS_DE_CAMPO,PORCENTAJE_TIROS_LIBRES,PORCENTAJE_TIROS_TRIPLES
Larry Bird, 13,21791,24.3,8974,10,5695,6.3,1556,755,49.6,88.6,37.6
